"filename", "language", "YAML", "Markdown", "CMake", "C++", "Dart", "Swift", "JSON", "HTML", "XML", "Properties", "comment", "blank", "total"
"d:\course\projects\graduation project\civixapp\android\app\src\profile\AndroidManifest.xml", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 4, 1, 8
"d:\course\projects\graduation project\civixapp\android\build\reports\problems\problems-report.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 548, 0, 0, 2, 114, 664
"d:\course\projects\graduation project\civixapp\android\gradle.properties", "Properties", 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 4
"d:\course\projects\graduation project\civixapp\android\gradle\wrapper\gradle-wrapper.properties", "Properties", 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 1, 6
"d:\course\projects\graduation project\civixapp\assets\Background.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 1, 5
"d:\course\projects\graduation project\civixapp\assets\Citifixicon.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 1, 5
"d:\course\projects\graduation project\civixapp\assets\Group2.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 18, 0, 0, 1, 19
"d:\course\projects\graduation project\civixapp\assets\active.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 1, 4
"d:\course\projects\graduation project\civixapp\assets\animation\Loading animation blue.json", "JSON", 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1
"d:\course\projects\graduation project\civixapp\assets\animation\Location Pin(1).json", "JSON", 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1
"d:\course\projects\graduation project\civixapp\assets\animation\Location Pin(2).json", "JSON", 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1
"d:\course\projects\graduation project\civixapp\assets\animation\Not Found(1).json", "JSON", 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1
"d:\course\projects\graduation project\civixapp\assets\animation\location loading(1).json", "JSON", 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1
"d:\course\projects\graduation project\civixapp\assets\animation\search imm.json", "JSON", 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1
"d:\course\projects\graduation project\civixapp\assets\camera.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 1, 4
"d:\course\projects\graduation project\civixapp\assets\date.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 1, 4
"d:\course\projects\graduation project\civixapp\assets\edit.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 1, 6
"d:\course\projects\graduation project\civixapp\assets\id_card_24dp_E3E3E3_FILL0_wght400_GRAD0_opsz24.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1
"d:\course\projects\graduation project\civixapp\assets\inprogress.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 1, 4
"d:\course\projects\graduation project\civixapp\assets\marker.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 258, 0, 1, 1, 260
"d:\course\projects\graduation project\civixapp\assets\notication.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 1, 4
"d:\course\projects\graduation project\civixapp\assets\notifcationenabled.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 1, 5
"d:\course\projects\graduation project\civixapp\assets\onbroadingimage\1.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 11246, 0, 1, 27, 11274
"d:\course\projects\graduation project\civixapp\assets\onbroadingimage\2.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 8392, 0, 1, 54, 8447
"d:\course\projects\graduation project\civixapp\assets\onbroadingimage\3.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 8168, 0, 1, 0, 8169
"d:\course\projects\graduation project\civixapp\assets\pending.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 1, 4
"d:\course\projects\graduation project\civixapp\assets\profileicons\Frame 34(1).svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 1, 5
"d:\course\projects\graduation project\civixapp\assets\profileicons\Frame 34.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 1, 5
"d:\course\projects\graduation project\civixapp\assets\profileicons\Frame 36.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 1, 5
"d:\course\projects\graduation project\civixapp\assets\profileicons\Frame 37.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 1, 5
"d:\course\projects\graduation project\civixapp\assets\profileicons\overVeiw.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 1, 4
"d:\course\projects\graduation project\civixapp\assets\resolved.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 1, 4
"d:\course\projects\graduation project\civixapp\devtools_options.yaml", "YAML", 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 4
"d:\course\projects\graduation project\civixapp\firebase.json", "JSON", 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1
"d:\course\projects\graduation project\civixapp\flutter_native_splash.yaml", "YAML", 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 111, 20, 138
"d:\course\projects\graduation project\civixapp\ios\RunnerTests\RunnerTests.swift", "Swift", 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 2, 4, 13
"d:\course\projects\graduation project\civixapp\ios\Runner\AppDelegate.swift", "Swift", 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 2, 14
"d:\course\projects\graduation project\civixapp\ios\Runner\Assets.xcassets\AppIcon.appiconset\Contents.json", "JSON", 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1
"d:\course\projects\graduation project\civixapp\ios\Runner\Assets.xcassets\LaunchBackground.imageset\Contents.json", "JSON", 0, 0, 0, 0, 0, 0, 21, 0, 0, 0, 0, 1, 22
"d:\course\projects\graduation project\civixapp\ios\Runner\Assets.xcassets\LaunchImage.imageset\Contents.json", "JSON", 0, 0, 0, 0, 0, 0, 23, 0, 0, 0, 0, 1, 24
"d:\course\projects\graduation project\civixapp\ios\Runner\Assets.xcassets\LaunchImage.imageset\README.md", "Markdown", 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 5
"d:\course\projects\graduation project\civixapp\ios\Runner\Base.lproj\LaunchScreen.storyboard", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 43, 0, 1, 1, 45
"d:\course\projects\graduation project\civixapp\ios\Runner\Base.lproj\Main.storyboard", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 25, 0, 1, 1, 27
"d:\course\projects\graduation project\civixapp\ios\Runner\Runner-Bridging-Header.h", "C++", 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 2
"d:\course\projects\graduation project\civixapp\lib\WorkerFeature\profile.dart", "Dart", 0, 0, 0, 0, 371, 0, 0, 0, 0, 0, 0, 23, 394
"d:\course\projects\graduation project\civixapp\lib\WorkerFeature\workerMainScreen.dart", "Dart", 0, 0, 0, 0, 747, 0, 0, 0, 0, 0, 0, 17, 764
"d:\course\projects\graduation project\civixapp\lib\core\DI\getit.dart", "Dart", 0, 0, 0, 0, 29, 0, 0, 0, 0, 0, 0, 3, 32
"d:\course\projects\graduation project\civixapp\lib\core\database\local\prefmanger.dart", "Dart", 0, 0, 0, 0, 30, 0, 0, 0, 0, 0, 0, 13, 43
"d:\course\projects\graduation project\civixapp\lib\core\database\remote\api\ApiConstant.dart", "Dart", 0, 0, 0, 0, 15, 0, 0, 0, 0, 0, 0, 1, 16
"d:\course\projects\graduation project\civixapp\lib\core\database\remote\api\ApiConsumer.dart", "Dart", 0, 0, 0, 0, 18, 0, 0, 0, 0, 0, 0, 1, 19
"d:\course\projects\graduation project\civixapp\lib\core\database\remote\api\ApiService.dart", "Dart", 0, 0, 0, 0, 92, 0, 0, 0, 0, 0, 0, 8, 100
"d:\course\projects\graduation project\civixapp\lib\core\database\remote\api\ApihanderDioExcp.dart", "Dart", 0, 0, 0, 0, 51, 0, 0, 0, 0, 0, 0, 2, 53
"d:\course\projects\graduation project\civixapp\lib\core\database\remote\api\AuthInterceptor.dart", "Dart", 0, 0, 0, 0, 144, 0, 0, 0, 0, 0, 0, 13, 157
"d:\course\projects\graduation project\civixapp\lib\core\database\remote\error\ServerExciptionmodel.dart", "Dart", 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 2, 7
"d:\course\projects\graduation project\civixapp\lib\core\database\remote\error\failureResponse.dart", "Dart", 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 3, 14
"d:\course\projects\graduation project\civixapp\lib\core\extenstion\datetimeextension.dart", "Dart", 0, 0, 0, 0, 23, 0, 0, 0, 0, 0, 0, 4, 27
"d:\course\projects\graduation project\civixapp\lib\core\function\_arePasswordRulesMet.dart", "Dart", 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 2, 6
"d:\course\projects\graduation project\civixapp\lib\core\function\_isValidEmail.dart", "Dart", 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 2, 5
"d:\course\projects\graduation project\civixapp\lib\core\function\_isValidPhone.dart", "Dart", 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 2, 7
"d:\course\projects\graduation project\civixapp\lib\core\function\confvalidator.dart", "Dart", 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 1, 10
"d:\course\projects\graduation project\civixapp\lib\core\function\errorvalidator.dart", "Dart", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 33, 4, 38
"d:\course\projects\graduation project\civixapp\lib\core\function\imagebutton.dart", "Dart", 0, 0, 0, 0, 34, 0, 0, 0, 0, 0, 0, 3, 37
"d:\course\projects\graduation project\civixapp\lib\core\function\passvlidatorrules.dart", "Dart", 0, 0, 0, 0, 57, 0, 0, 0, 0, 0, 0, 11, 68
"d:\course\projects\graduation project\civixapp\lib\core\function\sinupvalidator.dart", "Dart", 0, 0, 0, 0, 41, 0, 0, 0, 0, 0, 0, 6, 47
"d:\course\projects\graduation project\civixapp\lib\core\resource\assetvaluemanger.dart", "Dart", 0, 0, 0, 0, 26, 0, 0, 0, 0, 0, 0, 6, 32
"d:\course\projects\graduation project\civixapp\lib\core\resource\colormanager.dart", "Dart", 0, 0, 0, 0, 26, 0, 0, 0, 0, 0, 0, 3, 29
"d:\course\projects\graduation project\civixapp\lib\core\resource\constantmanger.dart", "Dart", 0, 0, 0, 0, 138, 0, 0, 0, 0, 0, 7, 48, 193
"d:\course\projects\graduation project\civixapp\lib\core\resource\screenutilsmaanger.dart", "Dart", 0, 0, 0, 0, 67, 0, 0, 0, 0, 0, 6, 11, 84
"d:\course\projects\graduation project\civixapp\lib\core\routing\appRoutingRole.dart", "Dart", 0, 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 0, 13
"d:\course\projects\graduation project\civixapp\lib\core\routing\routes.dart", "Dart", 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 1, 13
"d:\course\projects\graduation project\civixapp\lib\core\routing\routingmanger.dart", "Dart", 0, 0, 0, 0, 85, 0, 0, 0, 0, 0, 0, 3, 88
"d:\course\projects\graduation project\civixapp\lib\core\service\LocationService.dart", "Dart", 0, 0, 0, 0, 34, 0, 0, 0, 0, 0, 0, 6, 40
"d:\course\projects\graduation project\civixapp\lib\core\service\StatusReport.dart", "Dart", 0, 0, 0, 0, 17, 0, 0, 0, 0, 0, 0, 3, 20
"d:\course\projects\graduation project\civixapp\lib\core\service\imagepickerservice.dart", "Dart", 0, 0, 0, 0, 21, 0, 0, 0, 0, 0, 0, 5, 26
"d:\course\projects\graduation project\civixapp\lib\core\service\local_notification_service.dart", "Dart", 0, 0, 0, 0, 72, 0, 0, 0, 0, 0, 0, 11, 83
"d:\course\projects\graduation project\civixapp\lib\core\service\networkchecker.dart", "Dart", 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 2, 12
"d:\course\projects\graduation project\civixapp\lib\core\service\notification_service.dart", "Dart", 0, 0, 0, 0, 33, 0, 0, 0, 0, 0, 0, 8, 41
"d:\course\projects\graduation project\civixapp\lib\core\service\observer.dart", "Dart", 0, 0, 0, 0, 19, 0, 0, 0, 0, 0, 0, 4, 23
"d:\course\projects\graduation project\civixapp\lib\core\widget\CustomAnimatedSearch.dart", "Dart", 0, 0, 0, 0, 59, 0, 0, 0, 0, 0, 0, 34, 93
"d:\course\projects\graduation project\civixapp\lib\core\widget\CustomSnackBar.dart", "Dart", 0, 0, 0, 0, 31, 0, 0, 0, 0, 0, 0, 2, 33
"d:\course\projects\graduation project\civixapp\lib\core\widget\customButton.dart", "Dart", 0, 0, 0, 0, 74, 0, 0, 0, 0, 0, 0, 5, 79
"d:\course\projects\graduation project\civixapp\lib\core\widget\customloading.dart", "Dart", 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 2, 8
"d:\course\projects\graduation project\civixapp\lib\core\widget\customtextfromfield.dart", "Dart", 0, 0, 0, 0, 80, 0, 0, 0, 0, 0, 0, 3, 83
"d:\course\projects\graduation project\civixapp\lib\core\widget\showmagePickerBottomSheet.dart", "Dart", 0, 0, 0, 0, 36, 0, 0, 0, 0, 0, 0, 5, 41
"d:\course\projects\graduation project\civixapp\lib\core\widget\unknownRoute.dart", "Dart", 0, 0, 0, 0, 18, 0, 0, 0, 0, 0, 0, 3, 21
"d:\course\projects\graduation project\civixapp\lib\core\widget\uploadimage.dart", "Dart", 0, 0, 0, 0, 42, 0, 0, 0, 0, 0, 0, 2, 44
"d:\course\projects\graduation project\civixapp\lib\feature\Auth\Login\data\models\loginsuccesresponse.dart", "Dart", 0, 0, 0, 0, 35, 0, 0, 0, 0, 0, 0, 1, 36
"d:\course\projects\graduation project\civixapp\lib\feature\Auth\Login\data\repo\Loginrepo.dart", "Dart", 0, 0, 0, 0, 60, 0, 0, 0, 0, 0, 0, 3, 63
"d:\course\projects\graduation project\civixapp\lib\feature\Auth\Login\presentation\manager\cubit\loginmanger_cubit.dart", "Dart", 0, 0, 0, 0, 20, 0, 0, 0, 0, 0, 0, 4, 24
"d:\course\projects\graduation project\civixapp\lib\feature\Auth\Login\presentation\manager\cubit\loginmanger_state.dart", "Dart", 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 6, 18
"d:\course\projects\graduation project\civixapp\lib\feature\Auth\Login\presentation\views\LoginPage.dart", "Dart", 0, 0, 0, 0, 315, 0, 0, 0, 0, 0, 0, 11, 326
"d:\course\projects\graduation project\civixapp\lib\feature\Auth\confirmpassword\data\repo\confirmpasswordrepo.dart", "Dart", 0, 0, 0, 0, 76, 0, 0, 0, 0, 0, 0, 5, 81
"d:\course\projects\graduation project\civixapp\lib\feature\Auth\confirmpassword\presentation\manager\ConfirmPasswordController.dart", "Dart", 0, 0, 0, 0, 39, 0, 0, 0, 0, 0, 0, 3, 42
"d:\course\projects\graduation project\civixapp\lib\feature\Auth\confirmpassword\presentation\manager\ConfirmPasswordState.dart", "Dart", 0, 0, 0, 0, 25, 0, 0, 0, 0, 0, 0, 9, 34
"d:\course\projects\graduation project\civixapp\lib\feature\Auth\confirmpassword\presentation\manager\controller\Confirmpassword.dart", "Dart", 0, 0, 0, 0, 57, 0, 0, 0, 0, 0, 0, 10, 67
"d:\course\projects\graduation project\civixapp\lib\feature\Auth\confirmpassword\presentation\view\Confirmpass.dart", "Dart", 0, 0, 0, 0, 276, 0, 0, 0, 0, 0, 0, 18, 294
"d:\course\projects\graduation project\civixapp\lib\feature\Auth\confirmpassword\presentation\view\widget\confirmpassappbar.dart", "Dart", 0, 0, 0, 0, 32, 0, 0, 0, 0, 0, 0, 3, 35
"d:\course\projects\graduation project\civixapp\lib\feature\Auth\foregetpassword\data\repo\ForgetpasswordRepo.dart", "Dart", 0, 0, 0, 0, 43, 0, 0, 0, 0, 0, 1, 7, 51
"d:\course\projects\graduation project\civixapp\lib\feature\Auth\foregetpassword\presentation\manager\ForgetpasswordState.dart", "Dart", 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 1, 12
"d:\course\projects\graduation project\civixapp\lib\feature\Auth\foregetpassword\presentation\manager\forgetpasswordcubit.dart", "Dart", 0, 0, 0, 0, 31, 0, 0, 0, 0, 0, 0, 3, 34
"d:\course\projects\graduation project\civixapp\lib\feature\Auth\foregetpassword\presentation\views\foregetpassword.dart", "Dart", 0, 0, 0, 0, 177, 0, 0, 0, 0, 0, 0, 15, 192
"d:\course\projects\graduation project\civixapp\lib\feature\Auth\otpverifcation\data\models\otpSuccessModel.dart", "Dart", 0, 0, 0, 0, 32, 0, 0, 0, 0, 0, 0, 7, 39
"d:\course\projects\graduation project\civixapp\lib\feature\Auth\otpverifcation\data\models\otpmodel.dart", "Dart", 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 1, 6
"d:\course\projects\graduation project\civixapp\lib\feature\Auth\otpverifcation\data\repo\OtpRepo.dart", "Dart", 0, 0, 0, 0, 60, 0, 0, 0, 0, 0, 1, 5, 66
"d:\course\projects\graduation project\civixapp\lib\feature\Auth\otpverifcation\presentation\manager\cubit\otp_verication_cubit.dart", "Dart", 0, 0, 0, 0, 24, 0, 0, 0, 0, 0, 0, 7, 31
"d:\course\projects\graduation project\civixapp\lib\feature\Auth\otpverifcation\presentation\manager\cubit\otp_verication_state.dart", "Dart", 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 6, 18
"d:\course\projects\graduation project\civixapp\lib\feature\Auth\otpverifcation\presentation\view\otpvrificationcode.dart", "Dart", 0, 0, 0, 0, 207, 0, 0, 0, 0, 0, 0, 18, 225
"d:\course\projects\graduation project\civixapp\lib\feature\Auth\otpverifcation\presentation\view\widget\otpappbar.dart", "Dart", 0, 0, 0, 0, 29, 0, 0, 0, 0, 0, 0, 3, 32
"d:\course\projects\graduation project\civixapp\lib\feature\Auth\otpverifcation\presentation\view\widget\resendCodeOpt.dart", "Dart", 0, 0, 0, 0, 68, 0, 0, 0, 0, 0, 0, 8, 76
"d:\course\projects\graduation project\civixapp\lib\feature\Auth\register\data\models\usermodel.dart", "Dart", 0, 0, 0, 0, 22, 0, 0, 0, 0, 0, 0, 5, 27
"d:\course\projects\graduation project\civixapp\lib\feature\Auth\register\data\repo\SignupRepo.dart", "Dart", 0, 0, 0, 0, 42, 0, 0, 0, 0, 0, 0, 5, 47
"d:\course\projects\graduation project\civixapp\lib\feature\Auth\register\presentation\manager\ValidatebuttonCubit\validatebutton_cubit.dart", "Dart", 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 3, 12
"d:\course\projects\graduation project\civixapp\lib\feature\Auth\register\presentation\manager\cubit\signupcontroller_cubit.dart", "Dart", 0, 0, 0, 0, 20, 0, 0, 0, 0, 0, 0, 2, 22
"d:\course\projects\graduation project\civixapp\lib\feature\Auth\register\presentation\manager\cubit\signupcontroller_state.dart", "Dart", 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 5, 16
"d:\course\projects\graduation project\civixapp\lib\feature\Auth\register\presentation\manager\imagepickercubit\singup_cubit.dart", "Dart", 0, 0, 0, 0, 17, 0, 0, 0, 0, 0, 0, 3, 20
"d:\course\projects\graduation project\civixapp\lib\feature\Auth\register\presentation\manager\imagepickercubit\singup_state.dart", "Dart", 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 5, 13
"d:\course\projects\graduation project\civixapp\lib\feature\Auth\register\presentation\manager\visblitypassword\visibleeye_cubit.dart", "Dart", 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 2, 9
"d:\course\projects\graduation project\civixapp\lib\feature\Auth\register\presentation\views\HaveAccountORLogin.dart", "Dart", 0, 0, 0, 0, 41, 0, 0, 0, 0, 0, 0, 3, 44
"d:\course\projects\graduation project\civixapp\lib\feature\Auth\register\presentation\views\errorsnackbar.dart", "Dart", 0, 0, 0, 0, 28, 0, 0, 0, 0, 0, 0, 2, 30
"d:\course\projects\graduation project\civixapp\lib\feature\Auth\register\presentation\views\selectRole.dart", "Dart", 0, 0, 0, 0, 66, 0, 0, 0, 0, 0, 0, 4, 70
"d:\course\projects\graduation project\civixapp\lib\feature\Auth\register\presentation\views\signupwidget.dart", "Dart", 0, 0, 0, 0, 372, 0, 0, 0, 0, 0, 0, 24, 396
"d:\course\projects\graduation project\civixapp\lib\feature\Auth\register\presentation\views\widget\Email.dart", "Dart", 0, 0, 0, 0, 34, 0, 0, 0, 0, 0, 0, 2, 36
"d:\course\projects\graduation project\civixapp\lib\feature\Auth\register\presentation\views\widget\Lname.dart", "Dart", 0, 0, 0, 0, 39, 0, 0, 0, 0, 0, 0, 2, 41
"d:\course\projects\graduation project\civixapp\lib\feature\Auth\register\presentation\views\widget\Phone.dart", "Dart", 0, 0, 0, 0, 35, 0, 0, 0, 0, 0, 0, 2, 37
"d:\course\projects\graduation project\civixapp\lib\feature\Auth\register\presentation\views\widget\address.dart", "Dart", 0, 0, 0, 0, 35, 0, 0, 0, 0, 0, 0, 3, 38
"d:\course\projects\graduation project\civixapp\lib\feature\Auth\register\presentation\views\widget\confirmpassword.dart", "Dart", 0, 0, 0, 0, 51, 0, 0, 0, 0, 0, 0, 5, 56
"d:\course\projects\graduation project\civixapp\lib\feature\Auth\register\presentation\views\widget\fname.dart", "Dart", 0, 0, 0, 0, 38, 0, 0, 0, 0, 0, 0, 2, 40
"d:\course\projects\graduation project\civixapp\lib\feature\Auth\register\presentation\views\widget\nationalnumber.dart", "Dart", 0, 0, 0, 0, 62, 0, 0, 0, 0, 0, 0, 4, 66
"d:\course\projects\graduation project\civixapp\lib\feature\Auth\register\presentation\views\widget\password.dart", "Dart", 0, 0, 0, 0, 58, 0, 0, 0, 0, 0, 0, 3, 61
"d:\course\projects\graduation project\civixapp\lib\feature\Auth\register\presentation\views\widget\password_rules.dart", "Dart", 0, 0, 0, 0, 62, 0, 0, 0, 0, 0, 0, 6, 68
"d:\course\projects\graduation project\civixapp\lib\feature\Auth\register\presentation\views\widget\showmodalbottomsheetimage.dart", "Dart", 0, 0, 0, 0, 48, 0, 0, 0, 0, 0, 0, 7, 55
"d:\course\projects\graduation project\civixapp\lib\feature\Auth\register\presentation\views\widget\signupbutton.dart", "Dart", 0, 0, 0, 0, 33, 0, 0, 0, 0, 0, 0, 2, 35
"d:\course\projects\graduation project\civixapp\lib\feature\Auth\register\presentation\views\widget\signuplogo.dart", "Dart", 0, 0, 0, 0, 31, 0, 0, 0, 0, 0, 0, 4, 35
"d:\course\projects\graduation project\civixapp\lib\feature\Auth\register\presentation\views\widget\uploadimage.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"d:\course\projects\graduation project\civixapp\lib\feature\Profile\data\Models\UserProfileModel\userProfile.dart", "Dart", 0, 0, 0, 0, 60, 0, 0, 0, 0, 0, 0, 3, 63
"d:\course\projects\graduation project\civixapp\lib\feature\Profile\data\repos\UserProfileRepos\LogOutRepos.dart", "Dart", 0, 0, 0, 0, 46, 0, 0, 0, 0, 0, 0, 2, 48
"d:\course\projects\graduation project\civixapp\lib\feature\Profile\data\repos\UserProfileRepos\userprofileRepos.dart", "Dart", 0, 0, 0, 0, 106, 0, 0, 0, 0, 0, 0, 15, 121
"d:\course\projects\graduation project\civixapp\lib\feature\Profile\presentation\manager\LogOut\LogOutState.dart", "Dart", 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 11
"d:\course\projects\graduation project\civixapp\lib\feature\Profile\presentation\manager\LogOut\LogOutcubit.dart", "Dart", 0, 0, 0, 0, 18, 0, 0, 0, 0, 0, 0, 3, 21
"d:\course\projects\graduation project\civixapp\lib\feature\Profile\presentation\manager\controller\imageController.dart", "Dart", 0, 0, 0, 0, 24, 0, 0, 0, 0, 0, 0, 3, 27
"d:\course\projects\graduation project\civixapp\lib\feature\Profile\presentation\manager\controller\userProfileController.dart", "Dart", 0, 0, 0, 0, 43, 0, 0, 0, 0, 0, 0, 7, 50
"d:\course\projects\graduation project\civixapp\lib\feature\Profile\presentation\manager\userinfoManger\user_profile_info_cubit.dart", "Dart", 0, 0, 0, 0, 88, 0, 0, 0, 0, 0, 0, 9, 97
"d:\course\projects\graduation project\civixapp\lib\feature\Profile\presentation\manager\userinfoManger\user_profile_info_state.dart", "Dart", 0, 0, 0, 0, 29, 0, 0, 0, 0, 0, 0, 10, 39
"d:\course\projects\graduation project\civixapp\lib\feature\Profile\presentation\view\Function\ShowCitezenaCard.dart", "Dart", 0, 0, 0, 0, 137, 0, 0, 0, 0, 0, 0, 6, 143
"d:\course\projects\graduation project\civixapp\lib\feature\Profile\presentation\view\Function\showLanguagePicker.dart", "Dart", 0, 0, 0, 0, 93, 0, 0, 0, 0, 0, 0, 3, 96
"d:\course\projects\graduation project\civixapp\lib\feature\Profile\presentation\view\ProfileScreen.dart", "Dart", 0, 0, 0, 0, 245, 0, 0, 0, 0, 0, 1, 7, 253
